,Подразделение,Поле,Field_ID,Year,Area,Yield,Агрофон,Культура,Previous_Years_Yield,Previous_Year_Mean_Region,Total Fertilizer/ha,Macro Total/ha,Micro Total/ha,Fung Total/ha,Pest Total/ha,bdod,cec,clay,phh2o,sand,silt,soc,DOY_min,DOY_max,5_relative_humidity,6_relative_humidity,7_relative_humidity,8_relative_humidity,5_surface_solar_radiation_downwards_sum,6_surface_solar_radiation_downwards_sum,7_surface_solar_radiation_downwards_sum,8_surface_solar_radiation_downwards_sum,5_temperature_2m_max,6_temperature_2m_max,7_temperature_2m_max,8_temperature_2m_max,5_temperature_2m_min,6_temperature_2m_min,7_temperature_2m_min,8_temperature_2m_min,5_total_precipitation_sum,6_total_precipitation_sum,7_total_precipitation_sum,8_total_precipitation_sum,5_v_component_of_wind_10m,6_v_component_of_wind_10m,7_v_component_of_wind_10m,8_v_component_of_wind_10m,5_vapor_pressure_deficit,6_vapor_pressure_deficit,7_vapor_pressure_deficit,8_vapor_pressure_deficit
10,Абайское,59,218Абайское,2021,157.0,11.4,Поверхностная зябь,Пшеница мягкая Шортандинская 2012  1 репродукция,12.915,13.732524643649349,0.6333333333333333,0.1666666666666666,0.3,0.25,0.1800190900413617,99.84409695074277,386.62605567719737,300.7017516421646,68.35267438223335,313.1542070691273,386.0824210197059,686.6931978107895,148,149,39.7911958418742,44.22535475052035,53.88827682671006,48.68930165686539,736236679.8818318,745007564.6735599,639291849.1875924,582229982.1152142,307.5480888287813,307.80818309248644,309.8060733226061,307.22608240034594,273.24470432118085,279.4771912883268,283.68817693127136,281.62467411103245,0.0111234990322241,0.0206699090633767,0.0642333251516901,0.0175157201766003,0.2763614442917593,-1.034955305693558,-1.2190153384776317,-0.9532300181356363,1.3239864363550866,1.2840760714191677,1.132217873836377,1.3569214349992371
11,Абайское,64,225Абайское,2021,356.0,7.5,Стерня,Пшеница мягкая Ликамеро 1 репродукция,9.3,13.732524643649349,0.0,0.0,0.0,0.0,0.0,98.483624077777,381.08417206673096,301.4040397077071,68.02054322349375,336.998828071143,361.6173996966772,647.4492174032957,143,144,39.80852230537219,44.02002805094104,53.76460490602594,48.425922422826886,736408077.8056468,746042519.2908733,640092870.7984241,583266822.4753777,307.528338677149,307.78185157500366,309.7197871768624,307.2324324249048,273.2240072589757,279.4423626544675,283.6849019782605,281.53180419561204,0.0106745292284751,0.0209954123729034,0.0631553454318201,0.0171275538852277,0.2736781240717339,-1.0520694378082087,-1.2265362335583387,-0.969362190255894,1.3224834454017815,1.290049494426084,1.1350973951084642,1.3650154617190786
12,Абайское,66,229Абайское,2021,361.0,12.9,Пар чистый с мин удобр,Пшеница мягкая Тризо 2 репродукция,9.6,13.732524643649349,0.0,0.0,0.0,0.0,0.0,96.2337001950404,387.0583193979933,301.1139910813824,68.0915551839465,314.98425306577474,383.97672798216286,728.4640568403457,135,138,39.56874752722016,44.07524203774217,54.108183270234505,48.91054781888928,736326678.7420876,744507439.8680137,639087017.3198653,581724920.9373739,307.59081265741736,307.7532682373869,309.81631523158023,307.1248214875809,273.60963741007083,279.438500956012,283.68627689245983,281.6438911926065,0.0105990382576018,0.0200482534901777,0.0680902204115355,0.016633449482369,0.2715679654696656,-1.0488234184968352,-1.201122417268166,-0.9598147125386738,1.3321728730013775,1.288405988227149,1.1246587187528208,1.3492456931948782
13,Абайское,16254,235Абайское,2021,230.0,11.0,Стерня,Пшеница мягкая Тризо 2 репродукция,21.4,13.732524643649349,0.0,0.0,0.0,0.0,0.0,100.33729821580287,397.1882765211851,297.142826802591,67.81129871508972,329.9947966443666,372.7656366146331,704.6963678844518,131,135,38.89208418228226,43.88785031127302,54.3209271033737,49.23427417584775,736285086.2757918,742929053.7854955,638124250.0878448,580252622.5577118,307.75862461358946,307.7908781556236,309.9076370691255,307.05573886018004,274.36486925508933,279.4051685898248,283.7664251902252,281.8503280187652,0.010232736694907,0.0194246155933656,0.0736625538464712,0.0153574003715595,0.2672732487077531,-1.0477012648091069,-1.1812817042041026,-0.9532869280413082,1.3606621953326026,1.297863275072178,1.12051524666173,1.3421468622985862
14,Абайское,70ж,237Абайское,2021,333.0,20.7,Пар чистый,Пшеница мягкая Шортандинская 2012  1 репродукция,14.0,13.732524643649349,0.0,0.0,0.0,0.0,0.0,97.77208061647896,376.798295033358,323.3546330615269,68.3490733876946,315.5564862861377,361.0802816901409,669.1292975696501,148,151,39.81440361466603,43.71051382377644,54.0758914889983,48.63635059441663,736661566.0,746231456.0,640532674.0,583464218.0,307.5828094482422,307.69244384765625,309.7079467773437,307.12962341308594,273.5968322753906,279.4320983886719,283.6911163330078,281.42140197753906,0.0094749913390828,0.020225937043488,0.0678275296269816,0.0156955856190919,0.2645850578943888,-1.0894747191005285,-1.2036056710827736,-0.9947098878122144,1.325693072401005,1.3016644732871976,1.1260502584916792,1.3594844551309808
15,Абайское,72ж,246Абайское,2021,384.0,13.0,Пар комбинированный,Пшеница мягкая Ликамеро 1 репродукция,18.3,13.732524643649349,0.0,0.0,0.0,0.0,0.0,99.71508843624288,413.5464589054219,342.09029950827005,67.91289354364903,315.3196244970943,342.4859825020755,754.8774024647211,142,145,39.67706155643752,43.67813145652302,54.12527807212024,48.70311080362018,736669863.844203,745975193.4927536,640395927.6920289,583232662.057971,307.6327379751896,307.7092081705729,309.7669863493546,307.12962341308594,273.711267001387,279.45760931484944,283.718449468198,281.46998947254133,0.0093394517536012,0.0201073777900995,0.0690206183087832,0.0153625909355947,0.2632960409543699,-1.0911962004483418,-1.1995854224485458,-0.9950118748703644,1.332306454645909,1.3044729302752045,1.1259804110584384,1.3591161723712744
16,Абайское,74к,249Абайское,2021,391.0,14.8,Стерня,Пшеница мягкая Ликамеро 1 репродукция,18.3,13.732524643649349,0.0,0.0,0.0,0.0,0.0,99.04080351537976,381.9255399296836,305.3916373681566,67.71917378201908,328.3552862882973,366.1828227021598,628.4725674827371,138,140,39.81440361466603,43.71051382377644,54.0758914889983,48.63635059441663,736661566.0,746231456.0,640532674.0,583464218.0,307.5828094482422,307.69244384765625,309.7079467773437,307.12962341308594,273.5968322753906,279.4320983886719,283.6911163330078,281.42140197753906,0.0094749913390828,0.020225937043488,0.0678275296269816,0.0156955856190919,0.2645850578943888,-1.0894747191005285,-1.2036056710827736,-0.9947098878122144,1.325693072401005,1.3016644732871976,1.1260502584916792,1.3594844551309808
17,Абайское,75,250Абайское,2021,224.0,6.1,Поверхностная зябь,Пшеница мягкая Ликамеро 1 репродукция,10.56,13.732524643649349,0.0,0.0,0.0,0.0,0.0,98.89137160536266,379.86513120201664,292.6819067262517,68.67113555631946,323.7343875329437,383.601810473244,655.6560100836485,140,142,39.81440361466603,43.71051382377644,54.0758914889983,48.63635059441663,736661566.0,746231456.0,640532674.0,583464218.0,307.5828094482422,307.69244384765625,309.7079467773437,307.12962341308594,273.5968322753906,279.4320983886719,283.6911163330078,281.42140197753906,0.0094749913390828,0.020225937043488,0.0678275296269816,0.0156955856190919,0.2645850578943888,-1.0894747191005285,-1.2036056710827736,-0.9947098878122144,1.325693072401005,1.3016644732871976,1.1260502584916792,1.3594844551309808
18,Абайское,77,253Абайское,2021,201.8,9.6,Поверхностная зябь,Пшеница мягкая Тризо 2 репродукция,16.0,13.732524643649349,0.0,0.0,0.0,0.0,0.0,97.65123906705534,384.3583576287658,312.8548347910593,68.09050048590865,323.16642371234207,364.1918124392615,654.0074101068997,135,138,39.81440361466603,43.71051382377644,54.0758914889983,48.63635059441663,736661566.0,746231456.0,640532674.0,583464218.0,307.5828094482422,307.69244384765625,309.7079467773437,307.12962341308594,273.5968322753906,279.4320983886719,283.6911163330078,281.42140197753906,0.0094749913390828,0.020225937043488,0.0678275296269816,0.0156955856190919,0.2645850578943888,-1.0894747191005285,-1.2036056710827736,-0.9947098878122144,1.325693072401005,1.3016644732871976,1.1260502584916792,1.3594844551309808
19,Абайское,78,256Абайское,2021,207.0,14.7,Пар чистый,Пшеница мягкая Шортандинская 2012  1 репродукция,10.88,13.732524643649349,0.0,0.0,0.0,0.0,0.0,100.28598507285862,399.0201397938634,339.2596848714608,67.40362516289541,310.494372704656,350.19014334794457,651.0529558109229,145,146,39.72510321994861,43.68946842616624,54.107978918754654,48.6797229773347,736666957.8020023,746064940.8587319,640443818.5094551,583313756.7764182,307.61525217974946,307.7033370275784,309.7463097153304,307.12962341308594,273.67119006877215,279.4486749668143,283.708876952446,281.4529733286551,0.0093869199568646,0.0201488992003842,0.0686027789310264,0.0154792111780553,0.263747475993819,-1.090593309224779,-1.200993379973729,-0.9949061140108468,1.3299887924309497,1.3034888585410886,1.1260051146490853,1.3592456154060792
20,Абайское,79,259Абайское,2021,573.4,7.0,Стерня,Пшеница мягкая Тризо 2 репродукция,15.1,13.732524643649349,0.0,0.0,0.0,0.0,0.0,100.7076758605944,389.60904892234,333.20129148135464,67.53156004105367,309.13090147109125,357.69132740335255,599.1003634808637,136,138,39.084253620614696,43.53736605275748,54.34088918944544,48.99488311211268,736706036.0,744858088.0,639799820.0,582223258.0,307.8503875732422,307.78228759765625,310.0243530273437,307.12962341308594,274.2101135253906,279.5688171386719,283.8376007080078,281.6817932128906,0.0087486044343663,0.0195905515301824,0.0742215582906169,0.0139109927521943,0.2576769282740931,-1.0987005220519173,-1.1820602609265236,-0.9963283038908436,1.3612949431934496,1.3167674303240244,1.1256510159316675,1.357462895688123
21,Абайское,80,261Абайское,2021,394.0,7.3,Стерня,Пшеница мягкая Тризо 2 репродукция,13.9,13.732524643649349,0.0,0.0,0.0,0.0,0.0,101.16690451076504,400.0883703611765,337.89369492366893,67.69107608290925,303.4645029167183,358.6172893136403,672.9434758329713,133,134,39.084253620614696,43.53736605275748,54.34088918944544,48.99488311211268,736706036.0,744858088.0,639799820.0,582223258.0,307.8503875732422,307.78228759765625,310.0243530273437,307.12962341308594,274.2101135253906,279.5688171386719,283.8376007080078,281.6817932128906,0.0087486044343663,0.0195905515301824,0.0742215582906169,0.0139109927521943,0.2576769282740931,-1.0987005220519173,-1.1820602609265236,-0.9963283038908436,1.3612949431934496,1.3167674303240244,1.1256510159316675,1.357462895688123
22,Абайское,83,266Абайское,2021,56.0,25.8,Пар чистый,Пшеница мягкая Шортандинская 2012  1 репродукция,11.925,13.732524643649349,0.0,0.0,0.0,0.0,0.0,98.6421739130435,397.8443478260869,324.0126086956521,68.08086956521736,319.5330434782608,356.5056521739129,646.2930434782609,150,150,39.81440361466603,43.71051382377644,54.0758914889983,48.63635059441663,736661566.0,746231456.0,640532674.0,583464218.0,307.5828094482422,307.69244384765625,309.7079467773437,307.12962341308594,273.5968322753906,279.4320983886719,283.6911163330078,281.42140197753906,0.0094749913390828,0.020225937043488,0.0678275296269816,0.0156955856190919,0.2645850578943888,-1.0894747191005285,-1.2036056710827736,-0.9947098878122144,1.325693072401005,1.3016644732871976,1.1260502584916792,1.3594844551309808
23,Абайское,84,268Абайское,2021,379.0,16.8,Пар чистый с мин удобр,Пшеница мягкая Шортандинская 2012  1 репродукция,11.8,13.732524643649349,0.0,0.0,0.0,0.0,0.0,100.38762806380493,392.0712479740681,329.1871636953,67.77270664505673,305.4250891410048,365.4237277147489,658.8348463234337,145,148,39.084253620614696,43.53736605275748,54.34088918944544,48.99488311211268,736706036.0,744858088.0,639799820.0,582223258.0,307.8503875732422,307.78228759765625,310.0243530273437,307.12962341308594,274.2101135253906,279.5688171386719,283.8376007080078,281.6817932128906,0.0087486044343663,0.0195905515301824,0.0742215582906169,0.0139109927521943,0.2576769282740931,-1.0987005220519173,-1.1820602609265236,-0.9963283038908436,1.3612949431934496,1.3167674303240244,1.1256510159316675,1.357462895688123
24,Абайское,85ж,269Абайское,2021,463.0,15.0,Пар комбинированный,Пшеница мягкая Ликамеро 1 репродукция,12.005,13.732524643649349,0.0,0.0,0.0,0.0,0.0,99.90832036907892,418.8025214592273,346.1333690987124,67.88406652360514,315.2924356223175,338.7103004291845,672.3722976235179,138,142,38.88979134911571,42.95259296643361,53.84112473520806,48.15170052379951,737130839.9147408,747800422.8433489,642054544.9429892,585172462.0729327,307.95169627733827,307.8020660760897,310.25572761806023,307.2841409801764,274.06634165681083,279.5368017383766,283.8450279999956,281.5193019919844,0.0079412911217539,0.0202970950552424,0.0695698793626815,0.0137880160710159,0.2524011128195158,-1.1420908789333195,-1.1987095594843276,-1.0389512945222596,1.368409126907934,1.3395136379606296,1.1436417273893764,1.3902648124562005
25,Абайское,86ж,270Абайское,2021,332.0,10.6,Стерня после химии,Пшеница мягкая Тризо 2 репродукция,13.15,13.732524643649349,0.5333333333333333,0.0,0.5333333333333333,0.0,0.0533333333333333,99.91954450729386,413.5352678571428,338.6232142857143,67.50498511904762,307.5535714285715,353.8901041666667,676.9432866924681,127,128,39.04793135944813,42.96700863107823,53.7662199120987,47.994743756804375,737117446.0,748275716.0,642302420.0,585591000.0,307.8757781982422,307.7829895019531,310.1708374023437,307.29173278808594,273.7198791503906,279.5043640136719,283.7829132080078,281.41163635253906,0.0080562219794941,0.0206012376893163,0.0677282580911082,0.0141842055426835,0.253981348006956,-1.1401366114616394,-1.2073688494261874,-1.039184827958384,1.3587859469145085,1.335636551247562,1.1431817626098102,1.3921305707959242
26,Алабуга,1,1930Алабуга,2021,226.5,8.0,Стерня после химии,Пшеница мягкая Астана 3 репродукция,12.4,11.507747955328602,0.0,0.0,0.0,0.0,0.0,96.68760869565214,418.10861056751446,290.71048053924744,66.95325070667532,363.1289410741463,346.07990867579895,931.415217391304,134,138,43.47907298487476,47.88686970585978,59.16861632151341,57.7305869347156,736297754.71281,719409126.0371901,637801174.2933884,568232328.1818182,306.5552205487716,305.9244127510008,309.71697392739543,305.4591543654765,273.86452944416646,280.1896274030701,282.026473368495,280.03214421548137,0.0124876759670807,0.0339125363457553,0.1264781965517755,0.0300783907401846,0.2533186991924732,-0.9852294549578589,-0.7972826796150904,-0.8503296229401388,1.190121839560827,1.1385483684907909,0.9531475426815494,1.0386745375730788
27,Алабуга,101,1932Алабуга,2021,200.0,13.0,Пар чистый,Пшеница мягкая Тризо 3 репродукция,12.5,11.507747955328602,0.0,0.0,0.0,0.0,0.0,96.88603631809644,455.5523447401776,284.63117870722425,66.31584283903676,346.02420785804816,369.2761723700888,858.321978710081,136,137,43.637666174366174,48.06041044218607,59.22138049058774,57.90201637011006,736257092.0,718580596.0,637933864.0,568135378.0,306.4611053466797,305.86199951171875,309.6317749023437,305.43438720703125,274.0616760253906,280.1153259277344,282.1324768066406,280.0668182373047,0.0129790888007832,0.0339056053507924,0.1259037175952357,0.0301748502360581,0.2474118650600474,-0.9899338391092088,-0.7879247550041445,-0.8551605504046205,1.187470191275305,1.134332559276218,0.9524538046969808,1.0343629953484104
28,Алабуга,15,1945Алабуга,2021,358.8,8.0,Поверхностная зябь,Пшеница мягкая Тризо 3 репродукция,15.0,11.507747955328602,0.0,0.0,0.0,0.0,0.0,98.23508891928864,434.3949654559134,281.754702784048,67.34564607702302,360.78705793829926,357.51597236473106,887.4577291381669,136,136,43.637666174366174,48.06041044218607,59.22138049058774,57.90201637011006,736257092.0,718580596.0,637933864.0,568135378.0,306.4611053466797,305.86199951171875,309.6317749023437,305.43438720703125,274.0616760253906,280.1153259277344,282.1324768066406,280.0668182373047,0.0129790888007832,0.0339056053507924,0.1259037175952357,0.0301748502360581,0.2474118650600474,-0.9899338391092088,-0.7879247550041445,-0.8551605504046205,1.187470191275305,1.134332559276218,0.9524538046969808,1.0343629953484104
29,Алабуга,19,1952Алабуга,2021,181.6,8.4,Поверхностная зябь,Пшеница мягкая Тризо 3 репродукция,19.2,11.507747955328602,0.0,0.0,0.0,0.0,0.0,97.5384408962834,452.8867418142783,274.8106548577564,67.10829307568439,339.1462694578638,386.0758185721954,885.2454045350867,136,136,43.637666174366174,48.06041044218607,59.22138049058774,57.90201637011006,736257092.0,718580596.0,637933864.0,568135378.0,306.4611053466797,305.86199951171875,309.6317749023437,305.43438720703125,274.0616760253906,280.1153259277344,282.1324768066406,280.0668182373047,0.0129790888007832,0.0339056053507924,0.1259037175952357,0.0301748502360581,0.2474118650600474,-0.9899338391092088,-0.7879247550041445,-0.8551605504046205,1.187470191275305,1.134332559276218,0.9524538046969808,1.0343629953484104
30,Алабуга,2,1953Алабуга,2021,329.7,7.4,Стерня после химии,Пшеница мягкая Тобольская 3 репродукция,12.55,11.507747955328602,0.0,0.0,0.0,0.0,0.0,99.73026559147738,420.3698194197751,310.63121669627,67.29884547069273,334.11360272350515,355.3137951450562,933.528519641932,135,138,43.637666174366174,48.06041044218607,59.22138049058774,57.90201637011006,736257092.0,718580596.0,637933864.0,568135378.0,306.4611053466797,305.86199951171875,309.6317749023437,305.43438720703125,274.0616760253906,280.1153259277344,282.1324768066406,280.0668182373047,0.0129790888007832,0.0339056053507924,0.1259037175952357,0.0301748502360581,0.2474118650600474,-0.9899338391092088,-0.7879247550041445,-0.8551605504046205,1.187470191275305,1.134332559276218,0.9524538046969808,1.0343629953484104
31,Алабуга,26,1963Алабуга,2021,337.8,12.6,Пар чистый,Пшеница мягкая Тризо 3 репродукция,9.3,11.507747955328602,0.0,0.0,0.0,0.0,0.0,95.9700764470331,435.1665331682807,274.3032840602925,66.87854074128013,338.1674069758974,387.60387388043387,945.6745540589736,135,136,43.637666174366174,48.06041044218607,59.22138049058774,57.90201637011006,736257092.0,718580596.0,637933864.0,568135378.0,306.4611053466797,305.86199951171875,309.6317749023437,305.43438720703125,274.0616760253906,280.1153259277344,282.1324768066406,280.0668182373047,0.0129790888007832,0.0339056053507924,0.1259037175952357,0.0301748502360581,0.2474118650600474,-0.9899338391092088,-0.7879247550041445,-0.8551605504046205,1.187470191275305,1.134332559276218,0.9524538046969808,1.0343629953484104
32,Алабуга,27,1964Алабуга,2021,189.7,16.7,Пар чистый с мин удобр,Пшеница мягкая Тобольская 3 репродукция,11.7,11.507747955328602,0.0,0.0,0.0,0.0,0.0,97.4120843576142,429.1133221346428,268.80604729293185,66.38984364905028,343.7729680837318,387.3915234526425,899.1172208565146,133,134,43.68912002888981,48.04985671494679,59.20240600001449,57.85813156337461,736239227.992647,718602290.7058824,637854365.8137256,568204833.367647,306.46203882554,305.8349577959846,309.6591569489124,305.4381211224724,274.0136018640855,280.12590535481775,282.11909694297646,280.0543718525008,0.0130279401394549,0.0338839975713877,0.1258203263327617,0.0300352649781668,0.2444861177249018,-0.9954846890403816,-0.7892557047299638,-0.8610148680956587,1.1858091590241984,1.1348004723760672,0.9529770046321022,1.0357595366898271
